Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Brunei,Office Supplies,Offline,H,11/15/2010,439007937,12/4/2010,1059,651.21,524.96,689631.39,555932.64,133698.75
Europe,Italy,Vegetables,Online,M,3/11/2014,425790441,3/20/2014,9708,154.06,90.93,1495614.48,882748.44,612866.04
North America,United States of America,Meat,Offline,C,1/16/2018,517121589,2/27/2018,6625,421.89,364.69,2795021.25,2416071.25,378950.00
Asia,South Korea,Vegetables,Online,H,6/24/2016,864612710,7/10/2016,6969,154.06,90.93,1073644.14,633691.17,439952.97
Sub-Saharan Africa,Seychelles ,Baby Food,Online,L,5/29/2010,790187633,6/20/2010,2935,255.28,159.42,749246.80,467897.70,281349.10
Sub-Saharan Africa,Mauritania,Meat,Offline,H,12/3/2012,136082684,12/12/2012,8745,421.89,364.69,3689428.05,3189214.05,500214.00
Asia,Turkmenistan,Cosmetics,Online,C,11/25/2011,614846694,12/12/2011,5655,437.20,263.33,2472366.00,1489131.15,983234.85
Australia and Oceania,New Zealand,Snacks,Online,H,2/4/2018,859340989,2/4/2018,6950,152.58,97.44,1060431.00,677208.00,383223.00
Sub-Saharan Africa,Liberia,Meat,Online,L,1/17/2017,472739398,3/7/2017,2948,421.89,364.69,1243731.72,1075106.12,168625.60
Asia,Kazakhstan,Beverages,Online,L,3/3/2017,478528249,3/19/2017,5998,47.45,31.79,284605.10,190676.42,93928.68
Europe,Sweden,Baby Food,Offline,M,5/10/2012,170506370,6/26/2012,5479,255.28,159.42,1398679.12,873462.18,525216.94
Sub-Saharan Africa,South Africa,Cosmetics,Online,C,5/19/2019,262785089,7/3/2019,2802,437.20,263.33,1225034.40,737850.66,487183.74
Middle East and North Africa,Libya,Vegetables,Online,H,2/3/2019,639788234,2/9/2019,6411,154.06,90.93,987678.66,582952.23,404726.43
Europe,Slovakia,Clothes,Offline,H,3/29/2015,806252133,5/6/2015,6778,109.28,35.84,740699.84,242923.52,497776.32
Asia,Malaysia,Cereal,Online,M,6/1/2018,337225615,7/7/2018,1408,205.70,117.11,289625.60,164890.88,124734.72
Middle East and North Africa,Lebanon,Meat,Online,C,5/1/2019,228070008,5/9/2019,9839,421.89,364.69,4150975.71,3588184.91,562790.80
Europe,United Kingdom,Meat,Offline,M,7/18/2015,644459140,7/22/2015,8636,421.89,364.69,3643442.04,3149462.84,493979.20
Central America and the Caribbean,The Bahamas,Cosmetics,Offline,L,10/26/2016,472379338,11/28/2016,6398,437.20,263.33,2797205.60,1684785.34,1112420.26
Middle East and North Africa,Saudi Arabia,Household,Online,H,5/18/2018,468129432,7/1/2018,8757,668.27,502.54,5852040.39,4400742.78,1451297.61
Europe,Germany,Cereal,Offline,M,12/10/2016,108320748,1/29/2017,3371,205.70,117.11,693414.70,394777.81,298636.89
Asia,Uzbekistan,Vegetables,Online,M,2/3/2016,739877116,3/24/2016,4935,154.06,90.93,760286.10,448739.55,311546.55
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Online,H,3/20/2010,630034863,3/28/2010,172,651.21,524.96,112008.12,90293.12,21715.00
Europe,Liechtenstein,Cereal,Online,M,3/29/2011,816342818,4/26/2011,2836,205.70,117.11,583365.20,332123.96,251241.24
Sub-Saharan Africa,Ethiopia,Cereal,Online,M,3/20/2011,156662309,4/13/2011,8713,205.70,117.11,1792264.10,1020379.43,771884.67
Europe,Poland,Cereal,Offline,C,9/26/2019,279167163,11/15/2019,622,205.70,117.11,127945.40,72842.42,55102.98
Middle East and North Africa,Israel,Household,Online,L,10/23/2015,632343709,11/14/2015,3410,668.27,502.54,2278800.70,1713661.40,565139.30
Australia and Oceania,Solomon Islands,Meat,Online,M,5/22/2017,734990775,7/8/2017,8958,421.89,364.69,3779290.62,3266893.02,512397.60
Sub-Saharan Africa,Guinea,Clothes,Online,C,11/4/2011,626219689,12/15/2011,1177,109.28,35.84,128622.56,42183.68,86438.88
Sub-Saharan Africa,Tanzania,Beverages,Offline,C,10/10/2014,415454280,10/23/2014,1009,47.45,31.79,47877.05,32076.11,15800.94
Central America and the Caribbean,The Bahamas,Fruits,Online,M,3/20/2011,732430875,4/21/2011,1427,9.33,6.92,13313.91,9874.84,3439.07
Europe,Iceland,Baby Food,Online,H,6/8/2014,477198302,6/14/2014,2437,255.28,159.42,622117.36,388506.54,233610.82
Sub-Saharan Africa,Nigeria,Fruits,Offline,H,10/25/2017,870117890,11/2/2017,6075,9.33,6.92,56679.75,42039.00,14640.75
Sub-Saharan Africa,Rwanda,Cereal,Online,C,11/25/2010,501863467,1/12/2011,1407,205.70,117.11,289419.90,164773.77,124646.13
Middle East and North Africa,Iran,Vegetables,Online,H,10/25/2016,283421361,12/11/2016,9534,154.06,90.93,1468808.04,866926.62,601881.42
Australia and Oceania,Tuvalu,Baby Food,Offline,M,1/26/2012,296090400,2/11/2012,8584,255.28,159.42,2191323.52,1368461.28,822862.24
Europe,Germany,Beverages,Offline,C,6/11/2017,241481912,7/15/2017,8719,47.45,31.79,413716.55,277177.01,136539.54
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,L,10/23/2017,791519725,11/2/2017,7131,109.28,35.84,779275.68,255575.04,523700.64
Europe,Montenegro,Cereal,Online,C,3/22/2010,438440167,4/13/2010,3044,205.70,117.11,626150.80,356482.84,269667.96
Middle East and North Africa,Saudi Arabia,Household,Online,L,12/24/2019,444792068,1/27/2020,2712,668.27,502.54,1812348.24,1362888.48,449459.76
Sub-Saharan Africa,Djibouti,Snacks,Online,H,6/1/2020,793436753,6/25/2020,4422,152.58,97.44,674708.76,430879.68,243829.08
Australia and Oceania,Marshall Islands,Cosmetics,Offline,C,2/8/2013,637548053,2/17/2013,3491,437.20,263.33,1526265.20,919285.03,606980.17
Sub-Saharan Africa,Guinea,Clothes,Offline,C,10/26/2011,550612294,11/12/2011,7269,109.28,35.84,794356.32,260520.96,533835.36
Europe,Ukraine,Cosmetics,Offline,L,10/12/2015,276428306,10/29/2015,133,437.20,263.33,58147.60,35022.89,23124.71
Europe,Greece,Vegetables,Offline,M,1/15/2015,979107415,2/23/2015,8497,154.06,90.93,1309047.82,772632.21,536415.61
Sub-Saharan Africa,Tanzania,Meat,Online,H,3/7/2017,293073451,3/9/2017,5802,421.89,364.69,2447805.78,2115931.38,331874.40
Central America and the Caribbean,Barbados,Personal Care,Offline,H,8/7/2020,873062741,9/17/2020,7521,81.73,56.67,614691.33,426215.07,188476.26
Middle East and North Africa,Somalia,Clothes,Offline,M,11/8/2019,944124114,12/1/2019,6161,109.28,35.84,673274.08,220810.24,452463.84
Sub-Saharan Africa,Benin,Personal Care,Online,H,12/31/2010,151618897,2/4/2011,6256,81.73,56.67,511302.88,354527.52,156775.36
Australia and Oceania,Tonga,Cereal,Offline,M,5/1/2018,911220920,6/19/2018,9374,205.70,117.11,1928231.80,1097789.14,830442.66
Middle East and North Africa,Qatar,Snacks,Offline,M,3/7/2014,758916509,4/25/2014,9115,152.58,97.44,1390766.70,888165.60,502601.10
Sub-Saharan Africa,Mauritania,Personal Care,Offline,C,7/3/2020,901004493,7/13/2020,6107,81.73,56.67,499125.11,346083.69,153041.42
Asia,Kazakhstan,Clothes,Online,L,12/27/2017,364096200,1/16/2018,3011,109.28,35.84,329042.08,107914.24,221127.84
Central America and the Caribbean,Panama,Baby Food,Offline,H,7/23/2015,945115458,7/26/2015,9522,255.28,159.42,2430776.16,1517997.24,912778.92
Middle East and North Africa,Egypt,Personal Care,Online,H,12/10/2012,461298596,1/29/2013,7361,81.73,56.67,601614.53,417147.87,184466.66
Central America and the Caribbean,Panama,Beverages,Online,M,9/24/2016,400194442,10/30/2016,5283,47.45,31.79,250678.35,167946.57,82731.78
Sub-Saharan Africa,Uganda,Cosmetics,Offline,C,8/15/2013,969664323,8/16/2013,4076,437.20,263.33,1782027.20,1073333.08,708694.12
Middle East and North Africa,Somalia,Personal Care,Offline,H,7/21/2018,647882068,8/17/2018,1556,81.73,56.67,127171.88,88178.52,38993.36
Sub-Saharan Africa,Madagascar,Cosmetics,Offline,H,11/20/2015,233334004,11/21/2015,7572,437.20,263.33,3310478.40,1993934.76,1316543.64
Asia,Tajikistan,Cereal,Offline,C,3/23/2018,594818961,3/31/2018,9004,205.70,117.11,1852122.80,1054458.44,797664.36
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Online,H,4/12/2018,421448266,5/21/2018,4762,255.28,159.42,1215643.36,759158.04,456485.32
Middle East and North Africa,Libya,Cereal,Offline,C,8/14/2015,272645747,9/8/2015,790,205.70,117.11,162503.00,92516.90,69986.10
Europe,Switzerland,Snacks,Online,M,4/25/2011,328147733,5/8/2011,5061,152.58,97.44,772207.38,493143.84,279063.54
Sub-Saharan Africa,Botswana,Cereal,Offline,M,4/14/2013,838003051,5/19/2013,2580,205.70,117.11,530706.00,302143.80,228562.20
Sub-Saharan Africa,Cameroon,Meat,Online,C,4/6/2020,772573029,5/14/2020,383,421.89,364.69,161583.87,139676.27,21907.60
Australia and Oceania,Marshall Islands,Meat,Online,L,6/11/2016,972531497,6/18/2016,2537,421.89,364.69,1070334.93,925218.53,145116.40
Sub-Saharan Africa,Cote d'Ivoire,Household,Online,H,8/10/2019,998864781,9/19/2019,5141,668.27,502.54,3435576.07,2583558.14,852017.93
Sub-Saharan Africa,Central African Republic,Vegetables,Online,L,8/10/2011,482871711,9/3/2011,1325,154.06,90.93,204129.50,120482.25,83647.25
Europe,Malta,Clothes,Offline,C,7/30/2018,476163613,8/6/2018,6249,109.28,35.84,682890.72,223964.16,458926.56
Sub-Saharan Africa,Senegal,Vegetables,Online,M,1/12/2020,300664317,2/11/2020,2108,154.06,90.93,324758.48,191680.44,133078.04
Sub-Saharan Africa,Nigeria,Beverages,Online,H,5/19/2018,698610150,6/30/2018,3123,47.45,31.79,148186.35,99280.17,48906.18
Central America and the Caribbean,Grenada,Beverages,Offline,H,3/9/2012,682549941,4/11/2012,550,47.45,31.79,26097.50,17484.50,8613.00
Middle East and North Africa,Yemen,Cosmetics,Online,L,3/18/2012,685345017,3/23/2012,7675,437.20,263.33,3355510.00,2021057.75,1334452.25
Europe,Georgia,Personal Care,Offline,H,9/6/2014,310169208,9/7/2014,4816,81.73,56.67,393611.68,272922.72,120688.96
Middle East and North Africa,United Arab Emirates,Beverages,Online,M,4/28/2017,580508840,5/24/2017,4321,47.45,31.79,205031.45,137364.59,67666.86
Sub-Saharan Africa,Liberia,Cosmetics,Online,M,1/9/2014,790162742,1/29/2014,5569,437.20,263.33,2434766.80,1466484.77,968282.03
Central America and the Caribbean,Jamaica,Clothes,Offline,H,11/12/2010,753242242,12/22/2010,9973,109.28,35.84,1089849.44,357432.32,732417.12
Sub-Saharan Africa,Nigeria,Meat,Online,C,2/1/2010,354171168,3/4/2010,5974,421.89,364.69,2520370.86,2178658.06,341712.80
Europe,Liechtenstein,Snacks,Online,M,6/8/2015,897685849,7/28/2015,4046,152.58,97.44,617338.68,394242.24,223096.44
Sub-Saharan Africa,Botswana,Cosmetics,Offline,C,2/11/2016,158835113,3/25/2016,1694,437.20,263.33,740616.80,446081.02,294535.78
Sub-Saharan Africa,Togo,Beverages,Online,L,7/12/2013,932980287,7/30/2013,8455,47.45,31.79,401189.75,268784.45,132405.30
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Offline,C,12/9/2015,685795199,1/2/2016,894,651.21,524.96,582181.74,469314.24,112867.50
Sub-Saharan Africa,Angola,Snacks,Offline,L,9/16/2011,103266179,10/7/2011,7612,152.58,97.44,1161438.96,741713.28,419725.68
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,L,6/15/2017,841692054,6/23/2017,4238,9.33,6.92,39540.54,29326.96,10213.58
Europe,Spain,Snacks,Online,M,3/16/2019,577684152,5/3/2019,8433,152.58,97.44,1286707.14,821711.52,464995.62
Europe,Latvia,Meat,Offline,C,7/15/2020,658166301,8/24/2020,4889,421.89,364.69,2062620.21,1782969.41,279650.80
Europe,Norway,Cereal,Offline,M,11/3/2015,250374829,12/22/2015,331,205.70,117.11,68086.70,38763.41,29323.29
Asia,Uzbekistan,Household,Offline,M,1/16/2017,391858565,2/10/2017,8512,668.27,502.54,5688314.24,4277620.48,1410693.76
Sub-Saharan Africa,Mozambique,Household,Online,C,3/11/2016,840478837,4/17/2016,5220,668.27,502.54,3488369.40,2623258.80,865110.60
Europe,Austria,Beverages,Online,H,3/10/2012,524409472,4/15/2012,3271,47.45,31.79,155208.95,103985.09,51223.86
Middle East and North Africa,Iran,Baby Food,Online,C,2/17/2016,692136800,3/27/2016,7515,255.28,159.42,1918429.20,1198041.30,720387.90
Europe,Vatican City,Office Supplies,Online,H,11/16/2013,862459647,11/17/2013,9830,651.21,524.96,6401394.30,5160356.80,1241037.50
Europe,Belarus,Personal Care,Offline,L,3/10/2014,174489343,4/22/2014,4129,81.73,56.67,337463.17,233990.43,103472.74
Sub-Saharan Africa,Lesotho,Baby Food,Online,L,4/13/2011,537649714,5/2/2011,1353,255.28,159.42,345393.84,215695.26,129698.58
Middle East and North Africa,Saudi Arabia,Household,Offline,C,7/30/2011,781677091,7/30/2011,4477,668.27,502.54,2991844.79,2249871.58,741973.21
Middle East and North Africa,Somalia,Baby Food,Online,M,8/25/2017,706620299,10/9/2017,3504,255.28,159.42,894501.12,558607.68,335893.44
Europe,Belgium,Baby Food,Online,M,3/8/2012,632840669,4/2/2012,472,255.28,159.42,120492.16,75246.24,45245.92
Europe,Bulgaria,Snacks,Online,H,10/22/2016,951012027,12/10/2016,4447,152.58,97.44,678523.26,433315.68,245207.58
Asia,Japan,Fruits,Online,M,11/15/2011,772120702,12/27/2011,6529,9.33,6.92,60915.57,45180.68,15734.89
Sub-Saharan Africa,Botswana,Office Supplies,Offline,L,8/29/2016,177465522,9/11/2016,4846,651.21,524.96,3155763.66,2543956.16,611807.50
Middle East and North Africa,United Arab Emirates,Beverages,Online,H,11/16/2019,668657815,12/25/2019,9561,47.45,31.79,453669.45,303944.19,149725.26
Middle East and North Africa,Turkey,Household,Online,C,1/27/2017,217621409,2/28/2017,7866,668.27,502.54,5256611.82,3952979.64,1303632.18
Asia,Bangladesh,Cereal,Offline,M,1/6/2016,916592633,1/25/2016,8984,205.70,117.11,1848008.80,1052116.24,795892.56
Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,8/8/2020,428120315,8/21/2020,9170,255.28,159.42,2340917.60,1461881.40,879036.20
Central America and the Caribbean,Costa Rica,Clothes,Offline,H,11/14/2014,535065782,12/29/2014,6710,109.28,35.84,733268.80,240486.40,492782.40
Asia,Indonesia,Clothes,Offline,H,1/29/2011,390602862,2/25/2011,6922,109.28,35.84,756436.16,248084.48,508351.68
Europe,United Kingdom,Office Supplies,Online,M,4/21/2012,568217885,6/1/2012,7154,651.21,524.96,4658756.34,3755563.84,903192.50
Europe,Denmark,Beverages,Online,H,10/12/2017,811709678,10/16/2017,1786,47.45,31.79,84745.70,56776.94,27968.76
Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,M,7/21/2017,485189568,9/7/2017,7230,421.89,364.69,3050264.70,2636708.70,413556.00
Asia,North Korea,Vegetables,Offline,L,3/15/2019,823081386,4/25/2019,6928,154.06,90.93,1067327.68,629963.04,437364.64
Asia,Bhutan,Vegetables,Offline,C,6/8/2010,880121457,6/23/2010,6352,154.06,90.93,978589.12,577587.36,401001.76
Europe,Hungary,Meat,Offline,M,11/20/2017,681358611,1/3/2018,8009,421.89,364.69,3378917.01,2920802.21,458114.80
Sub-Saharan Africa,Tanzania,Personal Care,Online,L,3/24/2016,772154176,4/1/2016,6434,81.73,56.67,525850.82,364614.78,161236.04
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,1/22/2019,868181979,2/23/2019,3195,81.73,56.67,261127.35,181060.65,80066.70
Sub-Saharan Africa,Seychelles ,Cereal,Offline,H,2/6/2020,305428349,2/6/2020,1891,205.70,117.11,388978.70,221455.01,167523.69
Sub-Saharan Africa,The Gambia,Clothes,Online,H,12/1/2019,290192115,1/9/2020,3150,109.28,35.84,344232.00,112896.00,231336.00
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Online,M,8/2/2020,749084603,9/3/2020,9635,437.20,263.33,4212422.00,2537184.55,1675237.45
Europe,Moldova ,Clothes,Online,M,5/3/2020,779029643,5/10/2020,1038,109.28,35.84,113432.64,37201.92,76230.72
Europe,Spain,Beverages,Online,H,11/26/2018,897263562,11/29/2018,9082,47.45,31.79,430940.90,288716.78,142224.12
Sub-Saharan Africa,Togo,Cereal,Offline,C,3/4/2012,791335189,4/21/2012,2522,205.70,117.11,518775.40,295351.42,223423.98
Europe,Ukraine,Vegetables,Online,H,12/7/2018,669105851,1/5/2019,2145,154.06,90.93,330458.70,195044.85,135413.85
Central America and the Caribbean,Grenada,Cereal,Online,H,5/6/2011,808749377,6/1/2011,5768,205.70,117.11,1186477.60,675490.48,510987.12
Europe,Croatia,Cereal,Offline,C,7/16/2016,208752095,8/18/2016,3239,205.70,117.11,666262.30,379319.29,286943.01
Middle East and North Africa,Lebanon,Household,Online,M,1/17/2015,637912833,2/14/2015,1438,668.27,502.54,960972.26,722652.52,238319.74
Sub-Saharan Africa,Central African Republic,Meat,Offline,M,4/7/2010,785342919,4/11/2010,9277,421.89,364.69,3913873.53,3383229.13,530644.40
Central America and the Caribbean,Panama,Household,Offline,H,6/17/2012,310466182,8/2/2012,2697,668.27,502.54,1802324.19,1355350.38,446973.81
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Online,M,1/4/2012,293018949,2/19/2012,9673,109.28,35.84,1057065.44,346680.32,710385.12
Asia,Malaysia,Household,Offline,H,10/30/2016,983050048,12/6/2016,5210,668.27,502.54,3481686.70,2618233.40,863453.30
Sub-Saharan Africa,Burkina Faso,Clothes,Online,C,12/19/2014,450920808,1/6/2015,6342,109.28,35.84,693053.76,227297.28,465756.48
Australia and Oceania,Kiribati,Snacks,Online,M,12/29/2011,437305057,1/21/2012,7139,152.58,97.44,1089268.62,695624.16,393644.46
Asia,Thailand,Cosmetics,Offline,C,12/31/2014,503189122,2/19/2015,3698,437.20,263.33,1616765.60,973794.34,642971.26
Sub-Saharan Africa,Zambia,Vegetables,Online,L,7/13/2016,279871833,8/16/2016,9150,154.06,90.93,1409649.00,832009.50,577639.50
Sub-Saharan Africa,Seychelles ,Office Supplies,Offline,C,8/24/2010,818964517,9/20/2010,8655,651.21,524.96,5636222.55,4543528.80,1092693.75
Sub-Saharan Africa,Zimbabwe,Snacks,Online,M,8/19/2019,542391002,9/4/2019,4405,152.58,97.44,672114.90,429223.20,242891.70
Australia and Oceania,Fiji,Personal Care,Offline,H,10/24/2013,192387616,10/26/2013,626,81.73,56.67,51162.98,35475.42,15687.56
Asia,Turkmenistan,Beverages,Online,M,2/22/2013,581503188,3/20/2013,8571,47.45,31.79,406693.95,272472.09,134221.86
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,H,9/10/2017,342599046,10/20/2017,1526,81.73,56.67,124719.98,86478.42,38241.56
Australia and Oceania,Solomon Islands,Clothes,Online,C,12/26/2012,878849017,1/29/2013,9809,109.28,35.84,1071927.52,351554.56,720372.96
North America,United States of America,Cosmetics,Offline,M,2/22/2018,513739430,3/7/2018,5769,437.20,263.33,2522206.80,1519150.77,1003056.03
Asia,Uzbekistan,Personal Care,Online,C,5/11/2016,341069114,6/1/2016,8785,81.73,56.67,717998.05,497845.95,220152.10
Europe,Montenegro,Personal Care,Online,C,9/17/2013,174949395,9/30/2013,269,81.73,56.67,21985.37,15244.23,6741.14
North America,Canada,Beverages,Online,C,6/11/2012,799804103,7/14/2012,8662,47.45,31.79,411011.90,275364.98,135646.92
Europe,Iceland,Cereal,Offline,L,4/18/2016,820369565,5/27/2016,4440,205.70,117.11,913308.00,519968.40,393339.60
Europe,Estonia,Meat,Offline,L,6/25/2014,711694610,7/22/2014,5105,421.89,364.69,2153748.45,1861742.45,292006.00
Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online,C,2/3/2019,569140565,2/8/2019,196,81.73,56.67,16019.08,11107.32,4911.76
Australia and Oceania,Samoa ,Personal Care,Offline,L,12/31/2016,558381259,1/22/2017,6278,81.73,56.67,513100.94,355774.26,157326.68
Sub-Saharan Africa,Namibia,Household,Online,C,12/17/2017,465403020,1/23/2018,1951,668.27,502.54,1303794.77,980455.54,323339.23
Asia,Turkmenistan,Cereal,Offline,M,3/14/2017,146504676,3/14/2017,2844,205.70,117.11,585010.80,333060.84,251949.96
Sub-Saharan Africa,Cape Verde,Clothes,Online,L,6/11/2011,878297555,7/5/2011,6619,109.28,35.84,723324.32,237224.96,486099.36
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Offline,C,12/16/2014,407705485,12/24/2014,7968,152.58,97.44,1215757.44,776401.92,439355.52
Europe,Bulgaria,Baby Food,Online,H,6/10/2011,601964795,6/26/2011,3615,255.28,159.42,922837.20,576303.30,346533.90
Australia and Oceania,Fiji,Vegetables,Online,L,10/26/2012,698624312,10/26/2012,7314,154.06,90.93,1126794.84,665062.02,461732.82
Australia and Oceania,Palau,Office Supplies,Offline,C,2/23/2011,455545365,3/22/2011,4852,651.21,524.96,3159670.92,2547105.92,612565.00
Middle East and North Africa,Iraq,Beverages,Offline,C,1/4/2016,600901782,2/23/2016,9046,47.45,31.79,429232.70,287572.34,141660.36
Middle East and North Africa,Pakistan,Meat,Offline,H,2/12/2017,583179891,3/18/2017,4744,421.89,364.69,2001446.16,1730089.36,271356.80
Asia,Vietnam,Household,Offline,M,1/12/2011,821178519,2/16/2011,3827,668.27,502.54,2557469.29,1923220.58,634248.71
Sub-Saharan Africa,South Africa,Household,Online,L,3/15/2017,454008996,4/7/2017,206,668.27,502.54,137663.62,103523.24,34140.38
Sub-Saharan Africa,Ethiopia,Cosmetics,Offline,M,2/25/2019,491095149,2/28/2019,4823,437.20,263.33,2108615.60,1270040.59,838575.01
Australia and Oceania,Samoa ,Cosmetics,Online,M,8/10/2012,662173306,9/26/2012,651,437.20,263.33,284617.20,171427.83,113189.37
Middle East and North Africa,Egypt,Cereal,Offline,C,11/1/2010,767292296,11/12/2010,7696,205.70,117.11,1583067.20,901278.56,681788.64
Sub-Saharan Africa,Mozambique,Beverages,Offline,C,11/30/2017,226813447,12/19/2017,7994,47.45,31.79,379315.30,254129.26,125186.04
